GID_0,lon,lat,oppc
BRA,-37.1731,-10.7981,249
BRA,-37.3512,-10.5769,238
BRA,-37.5616,-10.0256,242
BRA,-37.1963,-10.4854,241
BRA,-36.8544,-10.7215,254
BRA,-37.731,-11.0729,241
BRA,-37.1931,-10.6434,244
BRA,-37.2044,-11.0084,253
BRA,-37.8097,-10.7387,236
BRA,-37.9995,-11.1798,240
BRA,-37.8433,-11.3694,241
BRA,-38.4208,-12.1335,231
BRA,-38.0814,-11.6577,238
BRA,-39.0038,-13.0716,239
BRA,-43.1459,-11.0859,257
BRA,-39.3028,-14.9595,239
BRA,-40.4092,-14.9699,213
BRA,-38.9587,-12.5994,236
BRA,-39.0465,-13.4904,243
BRA,-39.4919,-15.4142,233
BRA,-38.3263,-12.6996,249
BRA,-38.9536,-15.6722,241
BRA,-40.974,-9.16408,252
BRA,-38.3791,-12.3513,240
BRA,-39.5556,-14.637,229
BRA,-39.2808,-11.56,227
BRA,-38.9663,-12.2664,232
BRA,-39.0412,-12.5994,233
BRA,-42.7799,-14.2231,233
BRA,-39.5914,-14.8579,236
BRA,-43.2167,-12.1779,255
BRA,-39.046,-14.793,245
BRA,-39.7359,-12.1561,226
BRA,-42.6179,-11.8219,227
BRA,-39.2781,-14.7876,243
BRA,-39.3698,-14.6788,237
BRA,-39.5386,-17.0378,245
BRA,-39.964,-13.5248,201
BRA,-40.0877,-13.8509,224
BRA,-38.3471,-10.0685,236
BRA,-40.5033,-9.41622,249
BRA,-41.8432,-13.6369,211
BRA,-40.2238,-17.3707,242
BRA,-40.6031,-11.4299,222
BRA,-37.8626,-10.6859,227
BRA,-39.6458,-15.4572,226
BRA,-38.2216,-9.3983,257
BRA,-39.0643,-16.4435,242
BRA,-38.9681,-11.9515,232
BRA,-39.375,-11.2508,233
BRA,-38.7137,-12.5472,242
BRA,-39.2584,-12.9614,232
BRA,-38.4029,-12.7866,249
BRA,-39.74,-17.5399,243
BRA,-38.6238,-12.3888,241
BRA,-39.666,-13.2714,218
BRA,-39.3222,-14.303,238
BRA,-39.5207,-14.2063,236
BRA,-39.0765,-15.2791,242
BRA,-39.2851,-14.5963,241
BRA,-40.8442,-14.8615,204
BRA,-39.4762,-13.6908,231
BRA,-45.4444,-19.1551,230
BRA,-42.4743,-20.2996,206
BRA,-41.0746,-19.5007,239
BRA,-42.7176,-21.8797,220
BRA,-45.9477,-21.4256,204
BRA,-41.97,-18.974,238
BRA,-46.3878,-20.8631,196
BRA,-43.4067,-21.0281,202
BRA,-46.5724,-22.0695,189
BRA,-42.1109,-21.0192,219
BRA,-43.3736,-21.3446,203
BRA,-48.1934,-18.6456,217
BRA,-42.5178,-20.6686,193
BRA,-46.1484,-19.0268,213
BRA,-46.9438,-19.5902,203
BRA,-46.1421,-21.3572,204
BRA,-42.8292,-21.6083,220
BRA,-46.1043,-15.9187,238
BRA,-42.8572,-21.3184,225
BRA,-41.1149,-18.0438,235
BRA,-44.8874,-21.957,188
BRA,-45.9754,-20.0166,212
BRA,-43.7703,-21.2214,188
BRA,-43.0402,-20.2869,213
BRA,-43.4084,-21.944,208
BRA,-43.9266,-19.9102,205
BRA,-44.0275,-20.4077,200
BRA,-44.2008,-19.9668,213
BRA,-43.056,-21.7232,206
BRA,-45.5612,-21.0927,204
BRA,-43.8104,-17.1135,220
BRA,-45.2622,-19.7386,217
BRA,-44.7537,-21.0329,197
BRA,-46.1653,-22.2707,192
BRA,-42.7099,-19.0562,219
BRA,-45.6166,-22.4743,192
BRA,-44.2007,-20.151,210
BRA,-42.2552,-19.4231,227
BRA,-43.6704,-19.8826,199
BRA,-42.7925,-20.7903,200
BRA,-46.3843,-21.9183,182
BRA,-46.1494,-22.7515,160
BRA,-46.0572,-22.6115,177
BRA,-45.2699,-20.8932,203
BRA,-45.8273,-21.1127,204
BRA,-48.5716,-19.7631,231
BRA,-46.1725,-19.6914,199
BRA,-45.7569,-21.237,202
BRA,-47.0571,-20.6163,196
BRA,-46.0493,-20.6164,202
BRA,-43.811,-20.9566,196
BRA,-42.1292,-19.7868,203
BRA,-45.696,-22.0424,200
BRA,-40.7723,-17.6973,240
BRA,-45.2201,-21.4633,197
BRA,-44.7664,-20.1912,210
BRA,-46.3167,-18.991,215
BRA,-46.1149,-20.9736,202
BRA,-44.6336,-20.5396,203
BRA,-46.9201,-20.5831,208
BRA,-42.6896,-21.3924,230
BRA,-43.215,-21.6733,201
BRA,-45.6116,-15.3014,225
BRA,-43.3629,-20.9026,204
BRA,-44.7673,-20.4437,205
BRA,-46.2049,-21.096,194
BRA,-45.4562,-22.1576,181
BRA,-48.3839,-19.9172,235
BRA,-41.6908,-19.9326,223
BRA,-46.043,-22.1488,181
BRA,-43.851,-20.4958,189
BRA,-43.7846,-20.6634,193
BRA,-44.0539,-19.9321,208
BRA,-45.4366,-21.1858,202
BRA,-44.3224,-19.1224,218
BRA,-47.1933,-18.4734,220
BRA,-42.6276,-19.5179,234
BRA,-45.5617,-20.4474,207
BRA,-43.8166,-20.8324,194
BRA,-45.2673,-22.208,167
BRA,-41.0986,-18.9648,219
BRA,-44.4303,-18.7527,221
BRA,-45.2792,-22.5036,163
BRA,-43.6031,-18.2413,192
BRA,-42.1438,-20.6134,186
BRA,-44.8912,-20.1446,214
BRA,-45.5927,-19.4628,224
BRA,-42.0503,-19.2065,232
BRA,-42.2306,-19.6218,219
BRA,-44.3065,-19.764,212
BRA,-45.9548,-22.0454,194
BRA,-46.0191,-22.4577,175
BRA,-42.1878,-21.1002,220
BRA,-43.5068,-21.5498,199
BRA,-46.3178,-22.854,170
BRA,-44.4318,-19.888,212
BRA,-45.4268,-20.4618,202
BRA,-46.712,-20.8508,193
BRA,-49.1984,-20.2748,237
BRA,-41.2235,-18.9807,231
BRA,-47.7318,-18.5003,220
