GID_0,lon,lat,oppc
BRA,-47.9252,-16.0765,209
BRA,-48.8117,-15.9245,219
BRA,-47.6131,-16.7676,208
BRA,-47.337,-15.54,217
BRA,-48.6454,-16.4854,222
BRA,-49.0234,-16.5098,227
BRA,-49.2643,-16.6864,230
BRA,-50.14,-15.9333,239
BRA,-49.806,-16.0206,235
BRA,-51.7204,-17.8784,235
BRA,-48.7428,-16.619,221
BRA,-47.95,-16.253,210
BRA,-49.2227,-16.4047,228
BRA,-50.33,-14.0957,261
BRA,-48.2768,-17.3019,235
BRA,-49.4953,-16.084,234
BRA,-48.2578,-15.9412,217
BRA,-49.0914,-16.7084,232
BRA,-51.9586,-18.3067,230
BRA,-48.6083,-16.66,225
BRA,-49.4927,-16.6517,231
BRA,-49.1396,-14.5238,252
BRA,-47.9297,-15.7795,212
