GID_0,lon,lat,oppc
BRA,-45.1319,-4.56974,270
BRA,-45.3816,-4.98893,263
BRA,-45.9587,-2.04918,267
BRA,-43.2018,-5.51359,266
BRA,-43.1011,-5.67365,271
BRA,-45.2398,-4.44485,271
BRA,-44.6006,-4.56482,273
BRA,-44.3369,-4.37459,272
BRA,-44.9432,-4.74626,270
BRA,-47.3962,-6.34149,252
BRA,-45.29,-2.24426,271
BRA,-44.3822,-5.58095,265
BRA,-43.7036,-6.4934,257
BRA,-44.5809,-5.05493,271
BRA,-44.2825,-2.53874,270
BRA,-44.6444,-5.25476,269
BRA,-44.9912,-3.20451,274
BRA,-42.2922,-4.24468,270
BRA,-42.1212,-4.48181,268
BRA,-41.7859,-4.1337,267
BRA,-41.8695,-3.18259,272
BRA,-41.0315,-7.12827,257
BRA,-42.64,-3.80441,271
BRA,-43.0241,-6.77182,275
BRA,-42.3718,-3.4683,271
BRA,-42.8963,-4.16857,273
BRA,-41.4482,-4.42585,238
BRA,-42.6998,-3.88815,273
BRA,-45.9116,-9.11228,260
BRA,-42.7095,-5.99393,259
BRA,-41.8308,-3.81411,271
BRA,-41.4673,-7.59748,265
BRA,-38.5423,-3.71664,262
BRA,-40.3085,-5.38789,253
BRA,-40.9204,-3.85448,222
BRA,-35.1986,-5.79357,258
BRA,-36.0193,-6.22475,246
BRA,-37.3996,-6.66031,264
BRA,-35.0253,-8.28218,246
BRA,-36.0137,-8.81175,209
BRA,-36.6615,-9.75487,239
BRA,-37.0677,-10.9091,256
BRA,-44.9968,-12.1439,245
BRA,-38.4871,-11.2329,242
BRA,-39.3743,-17.8926,243
BRA,-44.5255,-11.0063,244
BRA,-38.7137,-12.5472,242
BRA,-40.8442,-14.8615,204
BRA,-43.9266,-19.9102,205
BRA,-43.4648,-18.0727,208
BRA,-43.6031,-18.2413,192
BRA,-43.7934,-21.8386,191
BRA,-42.0091,-20.1341,189
BRA,-41.1261,-20.0778,216
BRA,-40.7543,-20.6396,221
BRA,-40.6425,-20.7955,243
BRA,-40.8965,-18.7548,236
BRA,-40.6269,-19.5493,242
BRA,-40.6594,-20.3603,229
BRA,-40.3732,-19.8366,237
BRA,-41.5334,-20.3531,198
BRA,-40.386,-19.7577,235
BRA,-40.67,-20.4159,203
BRA,-40.4053,-18.715,238
BRA,-40.527,-20.0999,216
BRA,-40.7439,-20.0253,201
BRA,-40.5979,-19.9363,208
BRA,-40.5365,-19.0182,238
BRA,-41.0179,-20.669,231
BRA,-41.1355,-20.327,194
BRA,-40.4933,-20.3825,246
BRA,-42.6523,-22.4658,182
BRA,-42.9895,-22.5347,231
BRA,-43.0315,-22.6632,212
BRA,-43.4803,-22.4572,196
BRA,-42.5377,-22.2932,175
BRA,-43.7108,-22.6078,215
BRA,-43.1926,-22.52,215
BRA,-44.4509,-22.4705,212
BRA,-43.2003,-22.9129,224
BRA,-42.0098,-21.9547,215
BRA,-42.9327,-22.1525,200
BRA,-42.9752,-22.4165,189
BRA,-46.0407,-23.5698,173
BRA,-45.4125,-23.6125,197
BRA,-46.424,-23.8911,213
BRA,-48.1141,-24.5281,222
BRA,-46.8136,-23.8297,178
BRA,-47.5537,-24.699,216
BRA,-48.5971,-24.5847,212
BRA,-46.8224,-22.4357,198
BRA,-47.1736,-24.2834,211
BRA,-47.0653,-23.9244,177
BRA,-45.4468,-23.3707,176
BRA,-47.8852,-20.7169,218
